year,rank,distributor,market_share,total_gross,movies_tracked,movies_released
2008,16,Rogue Pictures,0.006999999999999999,63600000.0,2,2
2008,17,New Line,0.006,62500000.0,4,3
2008,18,Weinstein Company,0.005,48800000.0,10,7
2008,19,Samuel Goldwyn,0.004,41500000.0,7,7
2008,20,Sony Classics,0.004,41100000.0,24,19
2008,21,National Geographic Entertainment,0.003,24200000.0,2,1
2008,22,Freestyle Releasing,0.002,23700000.0,7,7
2008,23,IMAX,0.001,10300000.0,6,1
2008,24,Magnolia,0.001,9900000.0,23,23
2008,25,Roadside Attractions,0.001,8300000.000000001,14,11
2008,26,Rocky Mountain Pictures,0.001,8100000.0,2,2
2008,27,Vivendi Entertainment,0.001,7500000.0,2,2
2008,28,Paramount Classics,0.001,6600000.0,1,1
2008,29,Music Box Films,0.001,6500000.0,4,4
2008,30,UTV Communications,0.001,6500000.0,8,7
2008,31,ThinkFilm,0.001,6200000.0,14,10
2008,32,IFC,0.001,6100000.0,31,29
2008,33,3D Entertainment,0.001,5200000.0,1,1
2008,34,Eros,0.001,5100000.0,10,10
2008,35,Yash Raj,0.0,4800000.0,6,6
2008,36,First Look,0.0,2900000.0,8,7
2008,37,Warner Independent,0.0,2300000.0,5,4
2008,38,Studio 18,0.0,2200000.0,1,1
2008,39,Zeitgeist,0.0,2000000.0,6,6
2008,40,AdLabs,0.0,1900000.0,2,2
2008,41,Alliance,0.0,1700000.0,6,5
2008,42,Third Rail Releasing,0.0,1600000.0,8,8
2008,43,Strand,0.0,1500000.0,12,8
2008,44,Emerging Pictures,0.0,999000000000.0,14,12
2008,45,Candlelight Media Group,0.0,882000000000.0,1,1
2008,46,City Lights Pictures Releasing,0.0,854000000000.0,4,4
2008,47,Crane Movie Company,0.0,720000000000.0,1,1
2008,48,Kino,0.0,663000000000.0,12,12
2008,49,Peace Arch Entertainment,0.0,610000000000.0,5,5
2008,50,Abramorama,0.0,597000000000.0,5,4
2008,51,First Run,0.0,569000000000.0,11,10
2008,52,International Film Circuit,0.0,551000000000.0,3,2
2008,53,Logo Features,0.0,533000000000.0,1,1
2008,54,Regent Releasing,0.0,521000000000.0,30,25
2008,55,Film Movement,0.0,493000000000.0,7,5
2008,56,SenArt/Scranton-Lacy Films,0.0,488000000000.0,1,1
2008,57,Rialto,0.0,460000000000.0,6,4
2008,58,Maya Entertainment,0.0,392000000000.0,6,6
2008,59,Slowhand Cinema,0.0,374000000000.0,3,3
2008,60,Yari Film Group,0.0,360000000000.0,2,1
2008,61,First Independent Pictures,0.0,328000000000.0,3,3
2008,62,Oscilloscope Pictures,0.0,321000000000.0,5,5
2008,63,Indican,0.0,319000000000.0,7,5
2008,64,Cinema Guild,0.0,318000000000.0,5,5
2008,65,Elephant Eye Films,0.0,299000000000.0,2,1
2008,66,N Wave,0.0,287000000000.0,2,0
2008,67,Super Chief Films,0.0,251000000000.0,1,1
2008,68,Koch Lorber Films,0.0,237000000000.0,4,3
2008,69,Anchor Bay Films,0.0,229000000000.0,7,7
2008,70,Arenas Entertainment,0.0,225000000000.0,1,1
2008,71,Redwood Palms Pictures,0.0,224000000000.0,1,1
2008,72,Fair Trade Pictures,0.0,208000000000.0,1,1
2008,73,Mitropoulos Films,0.0,189000000000.0,1,1
2008,74,Shadow Dist.,0.0,176000000000.0,2,1
2008,75,Truly Indie,0.0,174000000000.0,4,3
2008,76,Image Entertainment,0.0,173000000000.0,1,1
2008,77,Vitagraph,0.0,167000000000.0,3,3
2008,78,Balcony Releasing,0.0,160000000000.0,6,4
2008,79,Unknown,0.0,159000000000.0,6,6
2008,80,Tentmakers Entertainment,0.0,156000000000.0,1,0
2008,81,Outsider Pictures,0.0,152000000000.0,1,1
2008,82,Dark Coast Pictures,0.0,145000000000.0,1,1
2008,83,New Yorker,0.0,137000000000.0,6,5
2008,84,Empire,0.0,132000000000.0,1,1
2008,85,Screen Media,0.0,130000000000.0,4,4
2008,86,Shemaroo,0.0,114000000000.0,1,1
2008,87,"Monterey Media, Inc.",0.0,109000000000.0,5,4
2008,88,TLA Releasing,0.0,105000000000.0,1,1
2008,89,CAVU,0.0,96700000.0,2,2
2008,90,Palm,0.0,94000000.0,2,2
2008,91,Typecast Releasing,0.0,89700000.0,1,1
2008,92,Speak Productions,0.0,86700000.0,1,1
2008,93,Cinema Libre Studio,0.0,84600000.0,5,5
2008,94,Cinema Libre,0.0,84600000.0,5,5
2008,95,Five & Two Pictures,0.0,84100000.0,1,1
2008,96,Reel Diva Consultants,0.0,79900000.0,2,1
2008,97,The Film Desk,0.0,78600000.0,3,3
2008,98,Alluvial Film Company,0.0,77600000.0,1,1
2008,99,Magic Lamp,0.0,74400000.0,1,1
2008,100,Embrem Entertainment,0.0,72600000.0,1,1
2008,101,Film Sales Company,0.0,71700000.0,1,1
2008,102,Borotoro,0.0,69600000.0,1,0
2008,103,Xenon Pictures,0.0,69200000.0,1,1
2008,104,Stone Five Studios,0.0,67700000.0,1,1
2008,105,Eleven Arts,0.0,60900000.0,1,1
2008,106,InterPositive Media,0.0,60300000.0,1,1
2008,107,Myriad Pictures,0.0,58700000.0,1,1
2008,108,Priority Films,0.0,58400000.0,1,0
2008,109,Sidetrack Films,0.0,56400000.0,1,1
2008,110,Somerset Films,0.0,51100000.0,1,0
2008,111,Janus Films,0.0,45100000.0,2,2
2008,112,Waldo West Productions,0.0,43900000.0,1,1
2008,113,Hannover House,0.0,42200000.0,1,1
2008,114,Liberation Entertainment,0.0,34200000.0,3,3
2008,115,Cavalier Films,0.0,31100000.0,1,1
2008,116,Milestone,0.0,30900000.0,1,1
2008,117,Icarus Films,0.0,30300000.0,4,1
2008,118,Variance Films,0.0,30300000.0,1,1
2008,119,MCR Releasing,0.0,29800000.0,1,1
2008,120,Unison Films,0.0,22300000.0,1,1
2008,121,New Love Films,0.0,20800000.0,1,0
2008,122,Laemmle / Zeller Films,0.0,20400000.0,1,1
2008,123,Reel Source,0.0,19700000.0,1,1
2008,124,Menemsha,0.0,19300000.0,1,1
2008,125,Arts Alliance America,0.0,18600000.0,2,2
2008,126,North American Film Theatrical Corp,0.0,17200000.0,1,1
2008,127,"David & Layla, LLC",0.0,15200000.0,1,0
2008,128,Anywhere Road,0.0,14300000.0,1,1
2008,129,Troma,0.0,13800000.0,1,1
2008,130,The Bigger Picture,0.0,13700000.0,3,3
2008,131,Mile End Films,0.0,12300000.0,1,1
2008,132,Mandt Bros. Productions,0.0,12000000.0,1,1
2008,133,Sky Island Films,0.0,11600000.0,1,1
2008,134,Lafayette Films,0.0,10300000.0,1,1
2008,135,River Rain,0.0,9800000.0,1,1
2008,136,Blowtorch Entertainment,0.0,9400000.0,1,1
2008,137,Diversa Films,0.0,9300000.0,1,0
2008,138,Direct Cinema Limited,0.0,8400000.0,1,1
2008,139,Engel Entertainment,0.0,7700000.0,1,1
2008,140,Warrior Poets Releasing,0.0,6800000.0,1,0
2008,141,Outsider Films,0.0,6700000.0,1,1
2008,142,Abkco Films,0.0,6200000.0,2,0
2008,143,Mountain Top Releasing,0.0,5400000.0,1,1
2008,144,Artistic License,0.0,3100000.0,1,1
2008,145,MPI Media Group,0.0,2600000.0,1,1
2008,146,Lantern Lane,0.0,2100000.0,1,1
2008,147,ImaginAsian Pictures,0.0,1000000.0,2,2
2008,148,Lavendar House Films,0.0,600000.0,1,1
2009,1,Warner Bros.,0.19699999999999998,2105699999.9999998,37,28
2009,2,Paramount,0.138,1476100000.0,16,13
2009,3,Sony / Columbia,0.136,1456200000.0,24,21
2009,4,20th Century Fox,0.131,1394500000.0,21,16
2009,5,Buena Vista,0.115,1228800000.0,24,18
2009,6,Universal,0.083,890300000.0,21,17
2009,7,Summit Entertainment,0.045,482500000.0,11,9
2009,8,Lionsgate,0.038,406000000.0,14,12
2009,9,Fox Searchlight,0.024,257100000.00000003,12,9
2009,10,Weinstein Company,0.019,205300000.0,10,8
2009,11,Focus Features,0.015,161500000.0,10,9
2009,12,Overture Films,0.015,157800000.0,8,6
2009,13,Paramount Vantage,0.006,66400000.00000001,5,3
2009,14,MGM/UA,0.006,65200000.0,5,1
2009,15,Miramax,0.006,61900000.0,8,5
2009,16,New Line,0.005,49200000.0,1,1
2009,17,Sony Classics,0.005,48700000.0,27,20
2009,18,Rogue Pictures,0.002,23100000.0,1,1
2009,19,Apparition,0.002,16500000.0,4,4
2009,20,Freestyle Releasing,0.001,12700000.0,7,6
2009,21,Magnolia,0.001,12600000.0,28,25
2009,22,Roadside Attractions,0.001,11300000.0,13,11
2009,23,IFC,0.001,10500000.0,30,25
2009,24,IMAX,0.001,8000000.0,5,0
2009,25,Eros,0.001,6200000.0,6,6
2009,26,UTV Communications,0.0,4099999.9999999995,8,8
2009,27,Samuel Goldwyn,0.0,3800000.0,9,8
2009,28,National Geographic Entertainment,0.0,3600000.0,3,1
2009,29,Reliance Big Pictures,0.0,3300000.0,1,1
2009,30,Regent Releasing,0.0,2600000.0,18,11
2009,31,3D Entertainment,0.0,2000000.0,1,0
2009,32,Story Island Entertainment,0.0,2000000.0,1,1
2009,33,Oscilloscope Pictures,0.0,2000000.0,7,6
2009,34,Yash Raj,0.0,1900000.0,4,3
2009,35,Truly Indie,0.0,1800000.0,5,5
2009,36,Music Box Films,0.0,1800000.0,5,4
2009,37,Vivendi Entertainment,0.0,1600000.0,3,3
2009,38,First Look,0.0,1400000.0,1,1
2009,39,AdLabs,0.0,1400000.0,8,7
2009,40,International Film Circuit,0.0,1300000.0,4,4
2009,41,Five & Two Pictures,0.0,1200000.0,1,1
2009,42,Indican,0.0,1100000.0,6,5
2009,43,Slowhand Cinema,0.0,872000000000.0,4,4
2009,44,Zeitgeist,0.0,810000000000.0,12,9
2009,45,Screen Media,0.0,801000000000.0,7,7
2009,46,8X Entertainment,0.0,742000000000.0,1,1
2009,47,Strand,0.0,740000000000.0,15,12
2009,48,Abramorama,0.0,727000000000.0,4,4
2009,49,After Dark Films,0.0,666000000000.0,1,1
2009,50,Studio 18,0.0,660000000000.0,4,4
2009,51,Shorts International,0.0,645000000000.0,1,1
2009,52,Vitagraph,0.0,523000000000.0,2,2
2009,53,Cinema Guild,0.0,523000000000.0,8,5
2009,54,American Zoetrope,0.0,519000000000.0,1,1
2009,55,First Run,0.0,488000000000.0,16,13
2009,56,Elephant Eye Films,0.0,486000000000.0,1,1
2009,57,Shadow Dist.,0.0,479000000000.0,4,4
2009,58,Anchor Bay Films,0.0,473000000000.0,8,8
2009,59,,0.0,404000000000.0,8,8
2009,60,Full Circle Releasing,0.0,398000000000.0,1,1
2009,61,Zipporah Films,0.0,395000000000.0,1,1
2009,62,Liberation Entertainment,0.0,352000000000.0,2,1
2009,63,Variance Films,0.0,338000000000.0,6,6
2009,64,First Independent Pictures,0.0,336000000000.0,3,2
2009,65,Janus Films,0.0,318000000000.0,2,1
2009,66,Cinedigm Entertainment,0.0,315000000000.0,3,3
2009,67,Kino,0.0,307000000000.0,7,3
2009,68,Senator Distribution,0.0,300000000000.0,1,1
2009,69,Arthouse Films,0.0,293000000000.0,3,3
2009,70,Rialto,0.0,287000000000.0,5,4
2009,71,Balcony Releasing,0.0,269000000000.0,3,1
2009,72,Argot Pictures,0.0,228000000000.0,4,4
2009,73,Big Pictures,0.0,199000000000.0,1,1
2009,74,Unknown,0.0,176000000000.0,6,5
2009,75,Third Rail Releasing,0.0,175000000000.0,2,2
2009,76,Image Entertainment,0.0,168000000000.0,2,2
2009,77,Variance / Everest,0.0,164000000000.0,1,1
2009,78,Koch Lorber Films,0.0,164000000000.0,2,2
2009,79,"Monterey Media, Inc.",0.0,164000000000.0,10,9
2009,80,Maya Entertainment,0.0,162000000000.0,5,4
2009,81,Peace Arch Entertainment,0.0,142000000000.0,3,2
2009,82,The Film Desk,0.0,136000000000.0,7,4
2009,83,Hannover House,0.0,124000000000.0,1,1
2009,84,Empire Film Group,0.0,124000000000.0,1,1
2009,85,Eleven Arts,0.0,113000000000.0,2,2
2009,86,Paladin,0.0,86100000.0,2,2
2009,87,Lorber Films,0.0,82100000.0,4,4
2009,88,Palisades Tartan,0.0,81600000.0,2,2
2009,89,Cinema Libre,0.0,65000000.0,4,3
2009,90,Cinema Libre Studio,0.0,65000000.0,4,3
2009,91,Mitropoulos Films,0.0,63400000.0,2,2
2009,92,Emerging Pictures,0.0,54500000.0,1,1
2009,93,Audience Alliance,0.0,54100000.0,1,1
2009,94,21st Century Film Production,0.0,50100000.0,1,1
2009,95,Sky Island Films,0.0,47600000.0,1,1
2009,96,Wave Releasing,0.0,47100000.0,1,1
2009,97,Bev Pictures,0.0,44800000.0,1,1
2009,98,Speak Productions,0.0,37100000.0,1,0
2009,99,Corinth Films,0.0,36800000.0,1,1
2009,100,Mypheduh Films,0.0,30100000.0,1,1
2009,101,MSK Productions,0.0,28600000.0,1,1
2009,102,Trela Media,0.0,27100000.0,1,1
2009,103,ThinkFilm,0.0,25300000.0,1,0
2009,104,Roebuck Media,0.0,24400000.0,1,1
2009,105,New American Vision,0.0,22800000.0,1,1
2009,106,Embrem Entertainment,0.0,18500000.0,1,1
2009,107,Film Movement,0.0,16000000.0,1,1
2009,108,Aliquot Films,0.0,11800000.0,1,1
2009,109,Nocturnal Features,0.0,11400000.0,3,3
2009,110,Wildcat Releasing,0.0,11000000.0,1,1
2009,111,Mangusta Productions,0.0,9900000.0,1,1
2009,112,Inspired Life,0.0,9800000.0,1,1
2009,113,River Rain,0.0,8500000.0,1,0
2009,114,Fair Trade Pictures,0.0,7600000.0,1,0
2009,115,Tentmakers Entertainment,0.0,6800000.0,1,0
2009,116,Osiris Entertainment,0.0,6500000.0,1,1
2009,117,Sumbadhat Productions,0.0,6000000.0,1,1
2009,118,28 Entertainment,0.0,4300000.0,1,1
2009,119,Cavalier Films,0.0,3000000.0,1,0
2009,120,New Love Films,0.0,2600000.0,1,0
2009,121,Yeah,0.0,1000000.0,1,1
2010,1,Warner Bros.,0.18,1923900000.0,36,27
2010,2,Paramount,0.16,1713800000.0,18,14
2010,3,20th Century Fox,0.139,1482200000.0,20,17
2010,4,Buena Vista,0.136,1456400000.0,17,14
2010,5,Sony / Columbia,0.12,1282900000.0,23,18
2010,6,Universal,0.083,882000000.0,18,15
2010,7,Summit Entertainment,0.049,523200000.00000006,11,8
2010,8,Lionsgate,0.048,516100000.0,16,14
2010,9,Fox Searchlight,0.013999999999999999,152600000.0,10,8
2010,10,New Line,0.01,110500000.0,1,1
2010,11,Overture Films,0.008,81800000.0,7,5
2010,12,Weinstein Company,0.008,80600000.0,10,7
2010,13,Focus Features,0.006999999999999999,74900000.0,8,6
2010,14,CBS Films,0.006999999999999999,72400000.0,3,3
2010,15,Sony Classics,0.006,62900000.0,26,20
2010,16,MGM/UA,0.005,50300000.0,1,1
2010,17,Miramax,0.003,28000000.0,2,2
2010,18,Music Box Films,0.002,24400000.0,11,8
2010,19,Paramount Vantage,0.002,20400000.0,3,3
2010,20,Apparition,0.001,13400000.0,4,2
2010,21,Anchor Bay Films,0.001,11700000.0,8,7
2010,22,Samuel Goldwyn,0.001,11100000.0,7,7
2010,23,Roadside Attractions,0.001,9900000.0,15,9
2010,24,IFC,0.001,9700000.0,37,36
2010,25,Magnolia,0.001,9000000.0,25,24
2010,26,Eros,0.001,6100000.0,8,8
2010,27,Reliance Big Pictures,0.001,6100000.0,5,4
2010,28,UTV Communications,0.001,5900000.0,8,8
2010,29,Relativity,0.001,5600000.0,1,1
2010,30,IMAX,0.0,4600000.0,3,0
2010,31,Freestyle Releasing,0.0,4099999.9999999995,11,8
2010,32,Producers Distribution Agency,0.0,3300000.0,1,1
2010,33,Rogue Pictures,0.0,3200000.0,1,1
2010,34,National Geographic Entertainment,0.0,3000000.0,5,2
2010,35,Vivendi Entertainment,0.0,2800000.0,1,1
2010,36,Oscilloscope Pictures,0.0,1900000.0,10,9
2010,37,Screen Media,0.0,1900000.0,4,3
2010,38,Zeitgeist,0.0,1500000.0,7,5
2010,39,Kino,0.0,1500000.0,7,7
2010,40,Bluff City Films,0.0,1400000.0,1,1
2010,41,First Run,0.0,1100000.0,18,15
2010,42,IndustryWorks,0.0,1000000.0,1,1
2010,43,Shorts International,0.0,1000000.0,1,1
2010,44,Newmarket,0.0,961000000000.0,2,2
2010,45,Five & Two Pictures,0.0,954000000000.0,2,1
2010,46,Lorber Films,0.0,850000000000.0,12,10
2010,47,GKIDS,0.0,686000000000.0,2,2
2010,48,Indican,0.0,675000000000.0,13,11
2010,49,Strand,0.0,539000000000.0,18,14
2010,50,Rocky Mountain Pictures,0.0,532000000000.0,1,1
2010,51,CJ Entertainment,0.0,528000000000.0,1,1
2010,52,8X Entertainment,0.0,515000000000.0,1,1
2010,53,CanZion Films,0.0,492000000000.0,1,1
2010,54,Rialto,0.0,488000000000.0,2,2
2010,55,Cinema Guild,0.0,478000000000.0,8,5
2010,56,3D Entertainment,0.0,469000000000.0,1,1
2010,57,Variance Films,0.0,426000000000.0,8,6
2010,58,Unknown,0.0,417000000000.0,6,3
2010,59,Vitagraph,0.0,403000000000.0,3,3
2010,60,First Look,0.0,386000000000.0,3,2
2010,61,Abramorama,0.0,367000000000.0,3,3
2010,62,China Lion,0.0,365000000000.0,2,2
2010,63,Arthouse Films,0.0,358000000000.0,2,2
2010,64,Blue Collar Releasing,0.0,353000000000.0,1,1
2010,65,First Independent Pictures,0.0,307000000000.0,2,1
2010,66,Paladin,0.0,276000000000.0,5,5
2010,67,Hannover House,0.0,249000000000.0,2,2
2010,68,Drafthouse,0.0,234000000000.0,1,1
2010,69,Parallel Media,0.0,224000000000.0,1,1
2010,70,Cinema Libre,0.0,218000000000.0,3,2
2010,71,Cinema Libre Studio,0.0,218000000000.0,3,2
2010,72,International Film Circuit,0.0,217000000000.0,4,3
2010,73,7-57 Releasing,0.0,211000000000.0,1,1
2010,74,Zipporah Films,0.0,204000000000.0,2,1
2010,75,Janus Films,0.0,193000000000.0,1,1
2010,76,Flashlight,0.0,189000000000.0,1,1
2010,77,ATO Pictures,0.0,179000000000.0,1,1
2010,78,JS Media & Entertainment,0.0,177000000000.0,1,1
2010,79,Balcony Releasing,0.0,171000000000.0,3,3
2010,80,"Monterey Media, Inc.",0.0,168000000000.0,4,2
2010,81,New Yorker,0.0,148000000000.0,1,1
2010,82,The Film Desk,0.0,146000000000.0,8,3
2010,83,New Films Cinema,0.0,139000000000.0,1,1
2010,84,eOne Entertainment,0.0,138000000000.0,1,1
2010,85,CFI Releasing,0.0,116000000000.0,1,1
2010,86,Argot Pictures,0.0,109000000000.0,3,3
2010,87,Cinema Purgatorio,0.0,108000000000.0,7,7
2010,88,Worldplay,0.0,107000000000.0,1,1
2010,89,Four of a Kind,0.0,107000000000.0,1,1
2010,90,IndieVest Pictures,0.0,103000000000.0,1,1
2010,91,Red Flag Releasing,0.0,100000000000.0,1,1
2010,92,Regent Releasing,0.0,98500000.0,15,9
2010,93,Elephant Eye Films,0.0,90400000.0,1,0
2010,94,Moving Pictures Institute,0.0,87800000.0,1,1
2010,95,Mangusta Productions,0.0,80600000.0,2,2
2010,96,,0.0,79200000.0,8,0
2010,97,Film Movement,0.0,73800000.0,4,4
2010,98,Shadow Dist.,0.0,66800000.0,5,2
2010,99,Sky Island Films,0.0,64800000.0,1,0
2010,100,Truly Indie,0.0,62100000.0,2,2
2010,101,The Film Collaborative,0.0,55800000.0,1,1
2010,102,Wolfe Releasing,0.0,55800000.0,1,1
2010,103,Walking Shadows,0.0,54600000.0,1,1
2010,104,Eleven Arts,0.0,54500000.0,1,1
2010,105,Nocturnal Features,0.0,53300000.0,1,1
2010,106,Image Entertainment,0.0,52800000.0,2,2
2010,107,Grassroots Films,0.0,52300000.0,1,1
2010,108,Darius Films,0.0,44500000.0,1,1
2010,109,Yash Raj,0.0,43800000.0,1,1
2010,110,Milestone,0.0,41800000.0,1,1
2010,111,Phase 4,0.0,33400000.0,3,3
2010,112,International WOW,0.0,30800000.0,1,1
2010,113,Morning Star,0.0,30200000.0,1,1
2010,114,MAC Releasing,0.0,29700000.0,1,1
2010,115,New American Vision,0.0,26300000.0,1,1
2010,116,Ripple Effect Inc.,0.0,25100000.0,1,1
2010,117,Flicker Alley,0.0,24300000.0,1,1
2010,118,Olive Films,0.0,23600000.0,4,4
2010,119,Cabin Films,0.0,22500000.0,1,1
2010,120,Mountain Top Releasing,0.0,19800000.0,1,1
2010,121,People Pictures,0.0,19100000.0,1,1
2010,122,Artigo/Ajemian,0.0,15600000.0,1,1
2010,123,Delaware Pictures,0.0,15500000.0,1,1
2010,124,The World According to Shorts,0.0,15200000.0,1,1
2010,125,All Rise Films,0.0,14500000.0,1,1
2010,126,MPI Media Group,0.0,13500000.0,1,1
2010,127,Area23a,0.0,13000000.0,1,1
2010,128,Dada Films,0.0,11700000.0,1,1
2010,129,Embrem Entertainment,0.0,11600000.0,1,1
2010,130,Peaches Christ,0.0,8000000.0,1,1
2010,131,Real Bean,0.0,7100000.0,1,1
2010,132,TLA Releasing,0.0,6000000.0,1,1
2010,133,Winter Star,0.0,5700000.0,1,1
2010,134,Rockstone Releasing,0.0,5200000.0,1,1
2010,135,Saint Juste,0.0,4600000.0,1,1
2010,136,North Poplar Pictures,0.0,3800000.0,1,1
2010,137,Wind Pixie,0.0,2500000.0,1,1
2010,138,Reel Diva Consultants,0.0,2000000.0,1,1
2010,139,Clay Way Media,0.0,1600000.0,1,1
2010,140,Driving With Our Eyes Shut,0.0,1500000.0,1,1
2010,141,Seven Arts Distribution,0.0,900000.0,1,1
2010,142,Trillian,0.0,100000.0,1,1
2011,1,Paramount,0.192,1957100000.0,21,15
2011,2,Warner Bros.,0.179,1826200000.0,38,26
2011,3,Sony / Columbia,0.125,1273700000.0,28,23
2011,4,Buena Vista,0.122,1240700000.0,17,14
2011,5,Universal,0.102,1040599999.9999999,17,15
2011,6,20th Century Fox,0.096,977900000.0,19,15
2011,7,Summit Entertainment,0.04,411600000.0,10,8
2011,8,Weinstein Company,0.028999999999999998,296100000.0,17,15
2011,9,Relativity,0.022000000000000002,228100000.0,8,7
2011,10,Lionsgate,0.018000000000000002,184000000.0,15,12
2011,11,Fox Searchlight,0.015,152400000.0,13,11
2011,12,Focus Features,0.012,126900000.0,9,8
2011,13,FilmDistrict,0.012,126000000.0,5,5
2011,14,Sony Classics,0.009000000000000001,90200000.0,25,17
2011,15,CBS Films,0.006,57400000.0,3,2
2011,16,Roadside Attractions,0.003,28000000.0,14,12
2011,17,Open Road Films,0.002,25100000.0,1,1
2011,18,IFC,0.002,17600000.0,45,41
2011,19,Eros,0.001,11200000.0,14,14
2011,20,Codeblack Entertainment,0.001,7700000.0,1,1
2011,21,Magnolia,0.001,7700000.0,29,26
2011,22,Samuel Goldwyn,0.001,6500000.0,8,8
2011,23,Reliance Big Pictures,0.001,6300000.0,5,5
2011,24,Producers Distribution Agency,0.001,5800000.0,2,2
2011,25,Rocky Mountain Pictures,0.0,5000000.0,3,3
2011,26,3D Entertainment,0.0,4500000.0,1,0
2011,27,Visio Entertainment,0.0,4400000.0,1,1
2011,28,Music Box Films,0.0,4099999.9999999995,16,11
2011,29,UTV Communications,0.0,3500000.0,10,9
2011,30,Paramount Vantage,0.0,3400000.0,1,1
2011,31,Newmarket,0.0,2700000.0,1,1
2011,32,IMAX,0.0,2600000.0,4,0
2011,33,Zeitgeist,0.0,2300000.0,6,5
2011,34,National Geographic Entertainment,0.0,1900000.0,8,6
2011,35,Quaker Media,0.0,1900000.0,1,1
2011,36,Paladin,0.0,1800000.0,6,6
2011,37,Anchor Bay Films,0.0,1600000.0,9,9
2011,38,Freestyle Releasing,0.0,1600000.0,7,7
2011,39,ATO Pictures,0.0,1500000.0,2,1
2011,40,Oscilloscope Pictures,0.0,1400000.0,10,7
2011,41,Shorts International,0.0,1400000.0,1,1
2011,42,International Film Circuit,0.0,1300000.0,7,5
2011,43,Omni Lab/Freestyle Releasing,0.0,1200000.0,1,1
2011,44,SModcast Pictures,0.0,1100000.0,1,1
2011,45,First Run,0.0,1000000.0,17,15
2011,46,Variance Films,0.0,1000000.0,16,14
2011,47,Abramorama,0.0,995000000000.0,3,3
2011,48,Strand,0.0,971000000000.0,18,14
2011,49,China Lion,0.0,818000000000.0,11,9
2011,50,Cohen Media Group,0.0,810000000000.0,2,3
2011,51,Pascack Media,0.0,740000000000.0,1,1
2011,52,NeoClassics Films,0.0,708000000000.0,1,1
2011,53,Kino,0.0,663000000000.0,6,4
2011,54,KKM,0.0,535000000000.0,1,1
2011,55,Vitagraph,0.0,521000000000.0,2,2
2011,56,Bubble Distribution,0.0,509000000000.0,1,1
2011,57,Yash Raj,0.0,496000000000.0,1,1
2011,58,Nocturnal Features,0.0,471000000000.0,4,4
2011,59,Indomina Media,0.0,460000000000.0,1,1
2011,60,Cinema Guild,0.0,433000000000.0,7,4
2011,61,CanZion Films,0.0,423000000000.0,1,0
2011,62,Hannover House,0.0,418000000000.0,3,3
2011,63,Wrekin Hill,0.0,383000000000.0,1,1
2011,64,Janus Films,0.0,375000000000.0,2,1
2011,65,Peace Film,0.0,369000000000.0,1,1
2011,66,Lorber Films,0.0,352000000000.0,13,9
2011,67,Screen Media,0.0,343000000000.0,5,5
2011,68,Alive Mind Cinema,0.0,319000000000.0,6,6
2011,69,Area23a,0.0,313000000000.0,3,3
2011,70,Kino Classics,0.0,309000000000.0,3,3
2011,71,Image Entertainment,0.0,301000000000.0,4,4
2011,72,Rialto,0.0,256000000000.0,4,4
2011,73,CJ Entertainment,0.0,251000000000.0,1,1
2011,74,Submarine Deluxe,0.0,249000000000.0,2,2
2011,75,Five & Two Pictures,0.0,247000000000.0,2,1
2011,76,Dada Films,0.0,233000000000.0,3,3
2011,77,Millennium Ent.,0.0,213000000000.0,3,3
2011,78,Eleven Arts,0.0,196000000000.0,2,2
2011,79,AFFRM,0.0,171000000000.0,2,2
2011,80,Unknown,0.0,159000000000.0,4,3
2011,81,Icarus Films,0.0,156000000000.0,2,2
2011,82,Motion Film Group,0.0,149000000000.0,1,1
2011,83,The Film Desk,0.0,148000000000.0,11,5
2011,84,New Yorker,0.0,131000000000.0,2,1
2011,85,Tribeca Film,0.0,130000000000.0,3,3
2011,86,Cinema Purgatorio,0.0,126000000000.0,5,2
2011,87,Phase 4,0.0,123000000000.0,4,4
2011,88,Arc Entertainment,0.0,116000000000.0,1,1
2011,89,Insurgent Releasing,0.0,116000000000.0,1,1
2011,90,Film Movement,0.0,112000000000.0,9,7
2011,91,Moving Pictures,0.0,103000000000.0,1,1
2011,92,"Monterey Media, Inc.",0.0,98700000.0,4,4
2011,93,Balcony Releasing,0.0,97600000.0,4,2
2011,94,Full Moon Pictures,0.0,91300000.0,1,1
2011,95,GKIDS,0.0,88400000.0,2,1
2011,96,Truly Indie,0.0,86200000.0,3,3
2011,97,Arthouse Films,0.0,85900000.0,1,0
2011,98,Saint Juste,0.0,84900000.0,1,0
2011,99,Drafthouse,0.0,70300000.0,1,0
2011,100,Life Sentence Films/mTuckman Media,0.0,60300000.0,1,1
2011,101,Indican,0.0,59800000.0,6,3
2011,102,Cinedigm Entertainment,0.0,57100000.0,2,2
2011,103,Kristin Marie Productions,0.0,56600000.0,1,1
2011,104,Argot Pictures,0.0,56600000.0,3,2
2011,105,Miramax,0.0,54300000.0,1,0
2011,106,Long Shot Factory,0.0,53700000.0,1,2
2011,107,The Film Collaborative,0.0,52900000.0,1,0
2011,108,Rocket Releasing,0.0,50100000.0,2,2
2011,109,Kino Lorber,0.0,46500000.0,3,3
2011,110,Crimson Films/PMK*BNC,0.0,43700000.0,1,1
2011,111,B.D. Fox,0.0,41900000.0,1,1
2011,112,Shotown Pictures,0.0,40400000.0,1,1
2011,113,108 Pics,0.0,35100000.0,1,1
2011,114,Docurama Films,0.0,34600000.0,1,1
